Bill ID,State,Legislative Session,Bill Number,Bill Title,Bill,Database URL,Date of Intro,Chamber of Origin,Sponsors,List of Status
ocd-bill/20850b07-f1b2-4c91-bd51-58046716a092,USA,117th Congress,HR 1620,Violence Against Women Act Reauthorization Act of 2021,https://www.congress.gov/amendment/117th-congress/house-amendment/33,https://openstates.org/us/bills/117/HR1620,2021-04-05 19:56:08.430302+00:00,House,"Jerrold Nadler, Brian Fitzpatrick, Steny Hoyer, Marcy Kaptur, Gwen Moore, Carolyn Maloney, Barbara Lee, Eleanor Norton, James McGovern, Karen Bass, Joyce Beatty, Jackie Speier, Debbie Dingell, Debbie Wasserman Schultz, Adam Schiff, Jim Costa, Mark Takano, Dina Titus, Suzan DelBene, Gerald Connolly, Earl Blumenauer, Frederica Wilson, Val Demings, Julia Brownley, Deborah Ross, Jimmy Gomez, Tom Malinowski, Joseph Morelle, Derek Kilmer, Steven Horsford, Susan Wild, Dean Phillips, Sara Jacobs, Frank Mrvan, Nikema Williams, Grace Meng, Daniel Kildee, Elaine Luria, Brenda Lawrence, Mike Thompson, Stephen Lynch, Danny Davis, Adriano Espaillat, Juan Vargas, Bonnie Watson Coleman, Madeleine Dean, John Garamendi, Peter Welch, Steve Cohen, Ritchie Torres, Suzanne Bonamici, Yvette Clarke, Emanuel Cleaver, Paul Tonko, Lucille Roybal-Allard, David Cicilline, Jahana Hayes, Marilyn Strickland, Mark DeSaulnier, Mary Scanlon, Eric Swalwell, Bradley Schneider, Salud Carbajal, Filemon Vela, Katherine Clark, Abigail Spanberger, Adam Smith, Chrissy Houlahan, Sylvia Garcia, Brendan Boyle, Darren Soto, Lori Trahan, Dwight Evans, Seth Moulton, Tim Ryan, Mondaire Jones, Theodore Deutch, Cheri Bustos, Jamie Raskin, David Scott, Thomas Suozzi, William Keating, Jared Huffman, Andy Kim, Joe Neguse, Haley Stevens, Gregory Meeks, Sean Casten, Lizzie Fletcher, Veronica Escobar, Grace Napolitano, A. McEachin, Jason Crow, John Yarmuth, Al Green, Kathy Manning, Jerry McNerney, Diana DeGette, Alan Lowenthal, Colin Allred, Lois Frankel, Eddie Johnson, Raúl Grijalva, Hakeem Jeffries, Betty McCollum, Lisa Blunt Rochester, George Butterfield, Vicente Gonzalez, Sharice Davids, C. Ruppersberger, Jimmy Panetta, Donald Norcross, Ilhan Omar, Cori Bush, Kurt Schrader, Lauren Underwood, Kathy Castor, Albio Sires, Greg Stanton, Marie Newman, Norma Torres, Mikie Sherrill, Josh Gottheimer, Sean Maloney, John Larson, Gregorio Sablan, Ro Khanna, Teresa Leger Fernandez, Stacey Plaskett, Marc Veasey, Janice Schakowsky, Linda Sánchez, Zoe Lofgren, Robert Scott, Alexandria Ocasio-Cortez, Rashida Tlaib, Mark Pocan, J. Correa, James Langevin, Jake Auchincloss, Ruben Gallego, Ed Perlmutter, Judy Chu, Rick Larsen, Ann Kirkpatrick, Bobby Rush, Anna Eshoo, Maxine Waters, Joaquin Castro, Andy Levin, Stephanie Murphy, Michael McCaul, Pramila Jayapal, Ayanna Pressley, David Price, Doris Matsui, Chellie Pingree, Jennifer Wexton, Chris Pappas, Kim Schrier, Ted Lieu, Alma Adams, Matthew Cartwright, Joe Courtney, Elissa Slotkin, Raul Ruiz, Lucy McBath, Kathleen Rice, Sheila Jackson Lee","Committee on the Judiciary. Hearings held., Received in the Senate., The Clerk was authorized to correct section numbers, punctuation, and cross references, and to make other necessary technical and conforming corrections in the engrossment of H.R. 1620., Motion to reconsider laid on the table Agreed to without objection., On passage Passed by the Yeas and Nays: 244 - 172 (Roll no. 86). (text: CR H1432-1456), Passed/agreed to in House: On passage Passed by the Yeas and Nays: 244 - 172 (Roll no. 86).(text: CR H1432-1456), The previous question was ordered pursuant to the rule., Motion to reconsider laid on the table. Agreed to without objection., UNFINISHED BUSINESS - The Chair announced that the unfinished business was the question on adoption of amendments which had been debated earlier and on which further proceedings had been postponed., Considered as unfinished business. (consideration: CR H1476-1479), Pursuant to clause 1(c) of Rule XIX, the House resumed consideration of H.R. 1620., Pursuant to clause 1(c) of Rule XIX, further consideration of H.R. 1620 was postponed., POSTPONED PROCEEDINGS - At the conclusion of debate on the Wagner amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mrs. Wagner demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced., DEBATE - Pursuant to the provisions of H. Res. 233, the House proceeded with 10 minutes of debate on the Wagner amendment No. 40., POSTPONED PROCEEDINGS - At the conclusion of debate on the Stefanik amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Ms. Stefanik demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced., DEBATE - Pursuant to the provisions of H. Res. 233, the House proceeded with 10 minutes of debate on the Stefanik amendment No. 36., POSTPONED PROCEEDINGS - At the conclusion of debate on the Nadler amendment en bloc No. 1, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mrs. Fischbach demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced., DEBATE - Pursuant to the provisions of H. Res. 233, the House proceeded with 20 minutes of debate on the Nadler en bloc amendment No. 1., DEBATE - The House proceeded with one hour of debate on H.R. 1620., Rule provides for consideration of H.R. 1620, H.R. 6, H.R. 1603, H.R. 1868 and H.J. Res. 17. The resolution provides for one hour of general debate on H.R. 1620, H.R. 6, H.R. 1603, H.R. 1868, and H.J.Res. 17. The resolution provides that H.Res. 232 is hereby adopted., Considered under the provisions of rule H. Res. 233. (consideration: CR H1432-1475), Rules Committee Resolution H. Res. 233 Reported to House. Rule provides for consideration of H.R. 1620, H.R. 6, H.R. 1603, H.R. 1868 and H.J. Res. 17. The resolution provides for one hour of general debate on H.R. 1620, H.R. 6, H.R. 1603, H.R. 1868, and H.J.Res. 17. The resolution provides that H.Res. 232 is hereby adopted., Referred to the Subcommittee on Health., Referred to the Committee on the Judiciary, and in addition to the Committees on Financial Services, Ways and Means, Education and Labor, Energy and Commerce, Veterans' Affairs, and Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., Sponsor introductory remarks on measure. (CR H1096), Introduced in House"
ocd-bill/b098bd85-2fd7-44c6-bf33-f7540d6a05ee,USA,117th Congress,HR 5508,FOREST Act of 2021, ,https://openstates.org/us/bills/117/HR5508,2021-10-09 12:57:00.970743+00:00,House,"Brian Fitzpatrick, Emanuel Cleaver, Steve Cohen, Raúl Grijalva, Alan Lowenthal, Mike Quigley, John Garamendi, Mark DeSaulnier, Janice Schakowsky, Chellie Pingree, Thomas Suozzi, Earl Blumenauer","Sponsor introductory remarks on measure. (CR H6186-6187), Referred to the Committee on Ways and Means, and in addition to the Committees on Foreign Affairs, Financial Services, Oversight and Reform, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., Introduced in House"
ocd-bill/de3ec64f-131f-444b-b4b2-ca64b3b11ac5,USA,117th Congress,HR 5345,Saline Lake Ecosystems in the Great Basin States Program Act of 2021, ,https://openstates.org/us/bills/117/HR5345,2021-09-24 12:38:08.675526+00:00,House,"Jared Huffman, Susie Lee, Mike Thompson, Jay Obernolte, Jim Costa, Clarence Owens, John Curtis, Chris Stewart, Mark Amodei, Blake Moore","Ordered to be Reported (Amended) by Unanimous Consent., Committee Consideration and Mark-up Session Held., Subcommittee on Water, Oceans, and Wildlife Discharged., Subcommittee Hearings Held., Referred to the Subcommittee on Water, Oceans, and Wildlife., Referred to the House Committee on Natural Resources., Introduced in House"
ocd-bill/4be7dcc7-ef5b-4214-b7d9-fd93557d401e,USA,117th Congress,HR 3692,Marine Mammal Climate Change Protection Act, ,https://openstates.org/us/bills/117/HR3692,2021-06-05 21:04:49.183206+00:00,House,"Val Demings, Pramila Jayapal, Suzanne Bonamici, Julia Brownley","Committee Hearings Held., Referred to the Subcommittee on Water, Oceans, and Wildlife., Referred to the House Committee on Natural Resources., Introduced in House"
ocd-bill/e40fade3-6de4-4565-81e5-3a4d3f77b582,USA,117th Congress,HR 2664,Green New Deal for Public Housing Act, ,https://openstates.org/us/bills/117/HR2664,2021-04-22 20:15:36.890843+00:00,House,"Eleanor Norton, Ayanna Pressley, Jamaal Bowman, Mondaire Jones, Earl Blumenauer, Ilhan Omar, Chellie Pingree, Jerrold Nadler, Adriano Espaillat, Joyce Beatty, Rashida Tlaib, Joe Neguse, Carolyn Maloney, Thomas Suozzi, Debbie Dingell, Yvette Clarke, Brendan Boyle, Grace Napolitano, Ted Lieu, David Cicilline, Barbara Lee, Ritchie Torres, Peter Welch, Marie Newman, Steve Cohen, Cori Bush, Grace Meng, Peter DeFazio, Raúl Grijalva, Andy Levin, Alan Lowenthal, Pramila Jayapal, Ro Khanna, Paul Tonko, Alexandria Ocasio-Cortez","Referred to the House Committee on Financial Services., Introduced in House"
ocd-bill/581087c7-858a-4cea-9097-908955278c13,USA,117th Congress,HR 2225,National Science Foundation for the Future Act,https://www.cbo.gov/publication/57335,https://openstates.org/us/bills/117/HR2225,2021-04-05 19:54:11.784442+00:00,House,"Frank Lucas, Haley Stevens, Michael Waltz, Deborah Ross, Gwen Moore, James Baird, Peter Meijer, Steve Cohen, Jahana Hayes, Daniel Kildee, Ro Khanna, Brian Fitzpatrick, Elaine Luria, Zoe Lofgren, Paul Tonko, Ed Case, Suzanne Bonamici, Susan Wild, Sheila Jackson Lee, Ed Perlmutter, Conor Lamb, Chrissy Houlahan, Jake Auchincloss, Albio Sires, Chris Pappas, James McGovern, Brad Sherman, Michael San Nicolas, Young Kim, Anthony Gonzalez, Jerry McNerney, Joseph Morelle, Stephanie Bice, Charlie Crist, Bill Foster, Teresa Leger Fernandez, Jacob LaTurner, Jay Obernolte, Brian Babin, Randy Feenstra, Donald Norcross, Mark Takano, Jamaal Bowman, Ami Bera, Mikie Sherrill, Lizzie Fletcher, Eddie Johnson","Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions., Motion to reconsider laid on the table Agreed to without objection., On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 345 - 67 (Roll no. 186). (text: CR H3187-3202), Passed/agreed to in House: On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 345 - 67 (Roll no. 186).(text: CR H3187-3202), Considered as unfinished business. (consideration: CR H3222-3223), At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed., DEBATE - The House proceeded with forty minutes of debate on H.R. 2225., Considered under suspension of the rules. (consideration: CR H3187-3206), Ms. Johnson (TX) moved to suspend the rules and pass the bill, as amended., Placed on the Union Calendar, Calendar No. 51., Reported (Amended) by the Committee on Science, Space, and Technology. H. Rept. 117-73., Ordered to be Reported (Amended) by Voice Vote., Committee Consideration and Mark-up Session Held., Forwarded by Subcommittee to Full Committee by Voice Vote ., Subcommittee Consideration and Mark-up Session Held., Referred to the Subcommittee on Research and Technology., Referred to the House Committee on Science, Space, and Technology., Sponsor introductory remarks on measure. (CR E305), Introduced in House"
ocd-bill/273a34ba-bda2-4d5b-99ae-07858d2b1c98,USA,117th Congress,HR 2967,BLUE Pacific Act, ,https://openstates.org/us/bills/117/HR2967,2021-05-05 20:31:23.573858+00:00,House,"Ami Bera, Brad Sherman, Stephanie Murphy, Brian Fitzpatrick, Tim Ryan, Aumua Amata Radewagen, Don Bacon, Dina Titus, Young Kim, Gregorio Sablan, Mikie Sherrill, Chris Stewart, Elissa Slotkin, Elaine Luria, Ed Case","Referred to the Committee on Foreign Affairs, and in addition to the Committees on Ways and Means, and Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., Introduced in House"
ocd-bill/3ff1bec5-7c0e-4f63-9be7-8e5ad6754089,USA,117th Congress,HR 3886,Clean Energy Victory Bond Act of 2021, ,https://openstates.org/us/bills/117/HR3886,2021-06-16 15:23:08.525739+00:00,House,"Doris Matsui, Jim Costa, Zoe Lofgren","Referred to the Subcommittee on Energy., Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., Introduced in House"
ocd-bill/d7e53834-34b1-41eb-9080-605df6a76a73,USA,117th Congress,HR 5781,National Wildland Fire Risk Reduction Program Act, ,https://openstates.org/us/bills/117/HR5781,2021-10-29 21:57:35.678032+00:00,House,"Jerry McNerney, Ed Perlmutter, Suzanne Bonamici, Eddie Johnson, Brad Sherman, Grace Napolitano, Jared Huffman, Eleanor Norton, Deborah Ross, Earl Blumenauer, Ami Bera, Mark DeSaulnier, Scott Peters, Jim Costa, Sara Jacobs, Jimmy Panetta, Norma Torres, Eric Swalwell, Mike Levin, Pete Aguilar, Julia Brownley, Sean Casten, Mike Thompson, Joe Neguse, Doris Matsui, Zoe Lofgren","Ordered to be Reported in the Nature of a Substitute (Amended) by Voice Vote., Committee Consideration and Mark-up Session Held., Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management., Referred to the Committee on Science, Space, and Technology, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., Introduced in House"
ocd-bill/7aec5040-4ec6-4e11-a438-948089d79cb8,UT,2022 General Session,HB 39,H.B. 39 State Construction Code Amendments,https://le.utah.gov/lfa/fnotes/2022/HB0039S02.fn.pdf,https://openstates.org/ut/bills/2022/HB39,2021-12-28 18:04:53.345806+00:00,House,"Joel Ferry, Curtis Bramble","Bill Numbered but not Distributed, Numbered Bill Publicly Distributed, received bill from Legislative Research, received fiscal note from Fiscal Analyst, 1st reading (Introduced), to House Business and Labor Committee, House Comm - Substitute Recommendation from # 0 to # 1, House Comm - Favorable Recommendation, comm rpt/substituted, 2nd reading, 3rd reading, circled, uncircled, substituted from # 1 to # 2, passed 3rd reading, to Senate, received from House, 1st reading (Introduced), to Senate Business and Labor Committee, fiscal note publicly available"
ocd-bill/588eb635-36b2-4736-af44-7541d3acfa86,CA,2021-2022 Regular Session,SB 112,Budget Act of 2021., ,https://openstates.org/ca/bills/20212022/SB112,2021-01-09 12:02:00.349869+00:00,Senate,Nancy Skinner,"Introduced. Referred to Com. on B. & F.R., From printer., Read first time., From committee with author's amendments. Read second time and amended. Re-referred to Com. on B. & F.R., Returned to Secretary of Senate pursuant to Joint Rule 56."
ocd-bill/4491aa66-f797-45e7-9a0d-f3ec37f294ba,CA,2021-2022 Regular Session,SB 905,Natural Resources Agency: Natural and Working Lands Climate Smart Strategy., ,https://openstates.org/ca/bills/20212022/SB905,2022-02-03 12:13:08.715757+00:00,Senate,Nancy Skinner,"Introduced. Read first time. To Com. on RLS. for assignment. To print., From printer. May be acted upon on or after March 5."
ocd-bill/6cf056ed-08b9-420c-9498-12e7e740f2e0,CA,2021-2022 Regular Session,AB 1147,Regional transportation plan: Active Transportation Program.,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202120220AB1147&analysisId=335418&analyzingOffice=Assembly+Transportation,https://openstates.org/ca/bills/20212022/AB1147,2021-02-19 12:04:58.573760+00:00,Assembly,"Laura Friedman, Benjamin Allen","Read first time. To print., From printer. May be heard in committee March 21., Referred to Coms. on TRANS. and NAT. RES., From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended., Re-referred to Com. on TRANS., From committee: Do pass and re-refer to Com. on NAT. RES. (Ayes 10. Noes 3.) (April 5). Re-referred to Com. on NAT. RES., From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 3.) (April 14). Re-referred to Com. on APPR., In committee: Hearing postponed by committee., In committee: Hearing postponed by committee., In committee: Set, first hearing. Referred to APPR. suspense file., Joint Rule 62(a), file notice suspended., Coauthors revised., From committee: Do pass. (Ayes 12. Noes 4.) (May 20)., Read second time. Ordered to third reading., Read third time. Passed. Ordered to the Senate. (Ayes 56. Noes 19.), In Senate. Read first time. To Com. on RLS. for assignment., Referred to Coms. on E.Q. and TRANS., From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on E.Q., From committee: Do pass and re-refer to Com. on TRANS. (Ayes 5. Noes 2.) (July 1). Re-referred to Com. on TRANS., From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on TRANS., From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 4.) (July 13). Re-referred to Com. on APPR., In committee: Hearing postponed by committee., From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on APPR., In committee: Referred to APPR suspense file., From committee: Do pass. (Ayes 5. Noes 2.) (August 26)., Read second time. Ordered to third reading., Read third time. Passed. Ordered to the Assembly. (Ayes 29. Noes 10.)., In Assembly. Concurrence in Senate amendments pending. May be considered on or after September 3 pursuant to Assembly Rule 77., Assembly Rule 77 suspended. (Ayes 43. Noes 12.), Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 57. Noes 17.)., Enrolled and presented to the Governor at 4 p.m., Vetoed by Governor., Consideration of Governor's veto pending., Stricken from file."
ocd-bill/85a7b056-bc82-45d5-b92d-0be7f1504e43,CA,2021-2022 Regular Session,AB 147,Budget Act of 2021.,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202120220AB147&analysisId=334676&analyzingOffice=ASSEMBLY+FLOOR+ANALYSIS,https://openstates.org/ca/bills/20212022/AB147,2021-01-09 12:02:04.608420+00:00,Assembly,Philip Ting,"Introduced. To print., From printer. May be heard in committee February 9., Read first time., Referred to Com. on BUDGET., From committee chair, with author's amendments: Amend, and re-refer to Com. on BUDGET. Read second time and amended., Re-referred to Com. on BUDGET., Assembly Rule 96 suspended. (Ayes 53. Noes 17. Page 432.), Withdrawn from committee., Ordered to second reading., Read second time. Ordered to third reading., Read third time. Passed. Ordered to the Senate. (Ayes 56. Noes 18. Page 485.), In Senate. Read first time. To Com. on RLS. for assignment., Referred to Com. on B. & F.R., From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R., Joint Rule 62(a), file notice suspended. (Ayes 29. Noes 9.), From committee: Do pass. (Ayes 17. Noes 0. Page 1691.) (June 28)., Senate Rule 29 suspended. (Ayes 31. Noes 9.), Ordered to third reading., Re-referred to Com. on B. & F.R., From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R., From committee: Do pass. (Ayes 13. Noes 2.) (February 3)."
ocd-bill/2fc3b24f-d55a-4718-a70e-be8f6fa736d4,CA,2021-2022 Regular Session,AB 416,California Deforestation-Free Procurement Act: public works projects: wood and wood products.,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202120220AB416&analysisId=337510&analyzingOffice=Assembly+Accountability+and+Administrative+Review,https://openstates.org/ca/bills/20212022/AB416,2021-02-05 06:02:53.528795+00:00,Assembly,"Ash Kalra, Richard Bloom, Eduardo Garcia, Alex Lee, Benjamin Allen, Henry Stern, Laura Friedman, Al Muratsuchi, Luz Rivas, John Laird","Read first time. To print., From printer. May be heard in committee March 7., Referred to Com. on A. & A.R., From committee chair, with author's amendments: Amend, and re-refer to Com. on A. & A.R. Read second time and amended., Re-referred to Com. on A. & A.R., From committee: Do pass and re-refer to Com. on APPR. (Ayes 4. Noes 3.) (April 28). Re-referred to Com. on APPR., In committee: Set, first hearing. Referred to APPR. suspense file., Joint Rule 62(a), file notice suspended., From committee: Amend, and do pass as amended. (Ayes 12. Noes 4.) (May 20)., Read second time and amended. Ordered returned to second reading., Read second time. Ordered to third reading., Read third time. Passed. Ordered to the Senate. (Ayes 49. Noes 19.), In Senate. Read first time. To Com. on RLS. for assignment., Referred to Com. on G.O., From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 4.) (July 6)., Read second time and amended. Re-referred to Com. on APPR., In committee: Referred to suspense file., From committee: Do pass. (Ayes 5. Noes 2.) (August 26)., Read second time. Ordered to third reading., Read third time and amended. Ordered to second reading., Read second time. Ordered to third reading., Read third time. Passed. Ordered to the Assembly. (Ayes 29. Noes 8.)., In Assembly. Concurrence in Senate amendments pending., Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 54. Noes 21.)., Enrolled and presented to the Governor at 3 p.m., Vetoed by Governor., Consideration of Governor's veto pending., Stricken from file."
ocd-bill/c6aeb80d-69d4-4228-bf0f-8acf693a1f7d,VA,2022 Regular Session,HB 769,Onsite sewage system pump-out oversight; certain localities.,https://lis.virginia.gov/cgi-bin/legp604.exe?221+oth+HB769F122+PDF,https://openstates.org/va/bills/2022/HB769,2022-01-21 19:26:42.113441+00:00,House,M. Keith Hodges,"Prefiled and ordered printed; offered 01/12/22 22103696D, Referred to Committee on Health, Welfare and Institutions, Assigned HWI sub: Subcommittee #2, Impact statement from DPB (HB769), Subcommittee recommends reporting with substitute (8-Y 0-N), Subcommittee recommends referring to Committee on Appropriations, House subcommittee amendments and substitutes offered"
ocd-bill/9846c35d-e14f-49ea-8027-9a35456234ef,VA,2022 Regular Session,SB 398,Regional Greenhouse Gas Initiative (RGGI); preexisting contracts.,https://lis.virginia.gov/cgi-bin/legp604.exe?221+oth+SB398F122+PDF,https://openstates.org/va/bills/2022/SB398,2022-01-21 19:27:10.795417+00:00,Senate,Ryan T. McDougle,"Prefiled and ordered printed; offered 01/12/22 22101370D, Referred to Committee on Agriculture, Conservation and Natural Resources, Reported from Agriculture, Conservation and Natural Resources (8-Y 7-N), Rereferred to Finance and Appropriations, Impact statement from DPB (SB398)"
ocd-bill/8c6674e6-4e17-45c5-a7e3-9ef485149e2d,HI,2022 Regular Session,SB 2720,RELATING TO ENERGY.,https://capitol.hawaii.gov/Session2022/Testimony/SB2720_TESTIMONY_TRS_02-01-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/SB2720,2022-01-22 13:16:04.866742+00:00,Senate,"Chris Lee, Gilbert S.C. Keith-Agaran, Jarrett Keohokalole, Bennette E. Misalucha, Sharon Y. Moriwaki, Mike Gabbard, Clarence K. Nishihara, Joy A. San Buenaventura, Glenn Wakai","Introduced., Passed First Reading., Referred to TRS, CPN ., The committee(s) on TRS has scheduled a public hearing on 02-01-22 3:00PM; Via Videoconference., Re-Referred to TRS, CPN/WAM., The committee(s) on TRS deferred the measure until 02-03-22 3:00PM; Via Videoconference., The committee(s) on TRS deferred the measure until 02-08-22 3:05PM; Via Videoconference."
ocd-bill/8759a2fc-6597-42d6-a61d-1ec1c84fc9e6,HI,2022 Regular Session,SB 3158,RELATING TO TRANSPORTATION.,https://capitol.hawaii.gov/Session2022/Testimony/SB3158_TESTIMONY_TRS_02-01-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/SB3158,2022-01-25 07:21:46.273405+00:00,Senate,"Chris Lee, Mike Gabbard, Lorraine R. Inouye, Karl Rhoads, Laura Acasio, Clarence K. Nishihara","Introduced., Passed First Reading., Referred to TRS, WAM., The committee(s) on TRS has scheduled a public hearing on 02-01-22 3:00PM; Via Videoconference., The committee(s) on TRS deferred the measure until 02-03-22 3:00PM; Via Videoconference., The committee(s) on TRS deferred the measure until 02-08-22 3:05PM; Via Videoconference."
ocd-bill/18ba2cf1-56f0-424c-912d-0f11daf53e72,HI,2022 Regular Session,SB 3261,RELATING TO HOUSING.,https://capitol.hawaii.gov/Session2022/Testimony/SB3261_TESTIMONY_HOU-GVO_02-03-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/SB3261,2022-01-26 07:27:20.858079+00:00,Senate,"Stanley Chang, Kurt Fevella, Mike Gabbard, Lorraine R. Inouye, Jarrett Keohokalole, Bennette E. Misalucha, Dru Mamo Kanuha, Michelle N. Kidani, Sharon Y. Moriwaki, Joy A. San Buenaventura, Maile S.L. Shimabukuro","Introduced., Passed First Reading., Referred to HOU/GVO, WAM/WTL., The committee(s) on HOU/GVO has scheduled a public hearing on 02-03-22 1:00PM; Conference Room 225 & Videoconference., The committee(s) on  HOU recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HOU were as follows: 5 Aye(s): Senator(s) Chang, Kanuha, Moriwaki, Rhoads, Fevella; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none., The committee(s) on  GVO recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in GVO were as follows: 5 Aye(s): Senator(s) Moriwaki, Dela Cruz, Chang, Gabbard, Fevella; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none."
ocd-bill/036862bb-ef86-4c77-a982-2df6d89f37b0,HI,2022 Regular Session,SB 3311,RELATING TO TRANSPORTATION.,https://capitol.hawaii.gov/Session2022/Testimony/SB3311_TESTIMONY_TRS_02-03-22_.PDF,https://openstates.org/hi/bills/2022 Regular Session/SB3311,2022-01-27 07:33:36.125957+00:00,Senate,Chris Lee,"Introduced., Passed First Reading., Referred to TRS, WAM., The committee(s) on TRS has scheduled a public hearing on 02-03-22 3:00PM; Via Videoconference., The committee(s) on  TRS recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in TRS were as follows: 4 Aye(s): Senator(s) Lee, Inouye, DeCoite, Shimabukuro; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Fevella."
ocd-bill/e1925326-6167-4cde-b9fc-c0c7ce1e5c02,GA,2021-2022 Regular Session,HR 579,Georgia Commission on Sustainability and Economic Opportunity; create, ,https://openstates.org/ga/bills/2021_22/HR579,2022-01-14 07:06:46.103864+00:00,House,"Don Parsons, Teri Anulewicz, Matt Dollar, Scott Holcomb, Butch Parrish","House Hopper, House First Readers, House Second Readers, House Committee Favorably Reported, House Withdrawn, Recommitted"
ocd-bill/6390997a-7c54-47a1-8820-da3de3b62a79,MN,2021-2022 Regular Session,HF 2044,"Nonprofit corporation established to finance and leverage private investment for clean energy, report required, and money appropriated.", ,https://openstates.org/mn/bills/2021-2022/HF2044,2021-03-09 19:32:32.885751+00:00,House,"Todd Lippert, Jamie Long, Michelle Christensen, Robert Bierman, Frank Hornstein, Fue Lee, Patty Acomb, Athena Hollins, Mike Freiberg","Introduction and first reading, referred to Workforce and Business Development Finance and Policy, Authors added Long, Christensen, Bierman, Hornstein, Lee and Acomb, Author added Hollins, Committee report, to adopt and re-refer to Climate and Energy Finance and Policy, Motion to recall and re-refer, motion prevailed Commerce Finance and Policy, Committee report, to adopt and re-refer to Climate and Energy Finance and Policy, Author added Freiberg"
ocd-bill/f590f977-e2e2-4230-af45-78b2b7370d4e,MN,2021-2022 Regular Session,HF 3079,"Increase Teachers of Color Act strengthened, teachers of color and American Indian teachers percentage increased, world's best workforce requirements amended, report required, and money appropriated.", ,https://openstates.org/mn/bills/2021-2022/HF3079,2022-02-04 04:39:47.745846+00:00,House,"Hodan Hassan, Ruth Richardson, Jim Davnie, Rena Moran, Kaohly Her, Samantha Vang, Athena Hollins, Aisha Gomez, Mohamud Noor, Fue Lee, Sydney Jordan, Frank Hornstein, Jay Xiong, Esther Agbaje","Introduction and first reading, referred to Education Policy"
ocd-bill/f02d6a11-62c7-4048-8fcb-1cfd6487bbe1,MN,2021-2022 Regular Session,HF 3038,"Pollution Control Agency rulemaking authority modified, and Clean Car rules repealed.", ,https://openstates.org/mn/bills/2021-2022/HF3038,2022-02-04 04:36:50.980493+00:00,House,"Kurt Daudt, Donald Raleigh, Ron Kresha, Sondra Erickson, Glenn Gruenhagen, Brian Daniels, Eric Lucero, Spencer Igo, Steve Green, Chris Swedzinski, John Heinrich, Tama Theis, Susan Akland, Paul Novotny","Introduction and first reading, referred to Environment and Natural Resources Finance and Policy"
