bill_id,people_id
766969,5386
766969,5404
766969,5373
766969,5249
766969,5359
766969,5374
766969,5253
766969,5356
766969,13928
766969,5272
766969,13898
766969,5304
766969,13044
766969,5298
766969,5242
766969,13878
766969,5218
766969,9541
766969,5262
766969,5219
766969,5221
766969,16230
1601443,21278
1491141,13907
1491141,21585
1491141,17881
1491141,17673
1491141,17880
1491141,21589
1491141,21584
1491141,5239
1491141,21586
1491141,5264
1491141,17906
1491141,5280
1491141,13075
1491141,17886
1491141,5247
1491141,17887
1491141,21588
1491141,21582
1491141,13863
1491141,13856
1491141,5251
1491141,13929
1491141,13917
1491141,21583
1491141,17895
1488466,13045
719473,4627
719473,4583
719473,4559
719473,4624
719473,17377
719473,4611
719473,11872
711084,4725
711084,4684
711084,4562
711084,4495
711084,4709
711084,4575
711084,11453
711084,4712
711084,4636
711084,17313
711084,4711
711084,4718
711084,4686
711084,4626
711084,4716
711084,4538
711084,4730
711084,4687
711084,4700
711084,4530
711084,4689
711084,4590
711084,4679
711084,4710
711084,4600
711084,4691
711084,4731
711084,11711
711084,4713
1389964,17401
1588380,17249
1588380,20858
1588380,17234
1588380,4654
1588380,11974
1588380,21541
1588380,20796
1588380,17248
1578114,20685
1578114,21504
1581495,17237
1389727,4597
1326385,4527
1326385,4584
1326385,17170
1578067,16100
1036231,4536
1036231,4547
1036231,17432
1036231,4623
1036231,17169
1036231,4577
1083058,4634
1083058,17167
1083058,17322
1083058,17240
1083058,4534
1083058,19199
1333842,4581
1319971,20789
1319971,20855
1319971,20590
1319971,20867
1319971,4580
1319971,20860
1319971,17236
1319971,20862
1319971,17238
1319971,20794
1319971,20966
1319971,17917
1319971,4609
1319971,20795
1319971,20797
1319971,20868
1319971,4554
711076,17247
1575778,17171
1575778,4553
1575778,11917
1575778,20866
1575778,20956
1575778,20955
1575778,11975
1575778,17380
1575778,17321
1575778,20934
1575778,20865
1575778,17235
1058099,4714
1058099,4697
1058099,4579
1058099,11633
1333800,20589
1333800,20790
1333800,17375
1333800,4598
1333800,17233
1333800,11447
1333800,21425
1333800,20861
1333800,21279
1333800,4643
1333800,21427
1333800,21442
1333800,4588
1333800,11634
1333800,20792
1333800,20591
1333800,19271
1333800,18731
1333800,17442
1333800,4649
1333800,21255
1333800,20857
124336,4680
124336,4698
124336,4699
124336,4720
1321190,4549
1321190,11448
1581353,17243
724681,15477
724681,4528
724681,4659
724681,4607
724681,17398
724681,16083
724681,4524
724681,4525
724681,4602
724681,17232
724681,11554
724681,4544
724681,17324
724681,4658
724681,11771
724681,4593
724681,12163
1578071,17435
722032,17319
722032,17323
1191456,20530
1191456,19026
1191456,17399
1191456,20533
1191456,4638
1191456,11449
1191456,17668
1191456,17239
1191456,12078
1191456,17242
846961,4660
1333473,17420
1333473,20588
1333473,20856
1333473,20931
1333473,11768
1333473,17320
1333473,20863
1333473,20791
1333473,20965
1333473,20793
1333473,19213
1333473,17434
1333473,4561
1333473,4635
1333473,17833
1333473,20592
1333473,20864
1333473,21426
1569307,22755
1569307,21621
1569307,4531
1569307,23041
1188788,4694
1188788,4596
828541,4498
836918,4570
836918,17060
836918,4533
836918,17433
836918,11767
1433234,4664
122810,4523
122810,4576
122810,4582
122810,4585
726929,4681
726929,11769
726929,11972
726929,4650
1080750,17374
1080750,17832
1080750,17404
1080750,17231
1080750,17400
492609,4644
265762,4560
265762,11632
608469,15411
248542,4497
1170376,20930
1170376,17423
1331896,17325
1331896,12105
1331896,4646
845345,4586
845345,15140
724978,17425
1194186,20859
1584864,17629
956820,17402
956820,17426
956820,17670
956820,17427
843695,4569
843695,4556
492550,4546
1085207,19376
1085207,17422
1085207,17245
1085207,19324
1085207,4606
1085207,17378
1085207,4629
1085207,17424
1085207,4641
1085207,11968
1085207,17379
724785,4603
724785,4637
1255942,16787
1255942,8785
1255942,10321
1255942,17533
1255942,16852
1255942,21192
1255942,17332
1255942,18184
1255942,14718
1255942,15391
1255942,8743
1255942,10346
1255942,18192
1255942,8744
1255942,21224
1255942,15278
1255942,16639
1255942,14726
1255942,14729
1255942,8896
1255942,17108
1238583,21214
1238583,15392
1238583,17452
1238583,21225
1238583,21167
1238583,18186
1238583,16786
1238583,16089
1204576,10331
1204576,17106
1204576,16635
1204576,14742
1204576,18197
1204576,14732
521500,15473
521500,8797
521500,15270
521500,15526
521500,15273
521500,15729
521500,15277
521500,14728
1503286,21219
1501945,17340
1501945,16697
1501945,21349
1501945,18206
1487612,22698
1487612,22713
1487612,22704
1487612,10326
1487612,21211
1487612,22711
1487612,22708
1492736,22720
1492736,14720
1492736,18212
979040,15275
979040,8814
979040,18176
979040,8800
979040,10341
979040,10371
979040,10372
979040,12720
1505757,22238
1505757,21194
1505757,21198
1505757,21201
1505757,8869
1505757,22709
1200281,21193
1200281,18179
1200281,18202
1198629,21203
1198629,16781
1198629,16877
1198629,18200
1472003,18210
1239829,18174
1239829,21209
1487139,22240
1487139,15044
1487139,21227
1487139,22705
1487139,17107
1503298,22239
1503298,8879
525243,15889
525243,14731
525243,15748
1473646,22294
1510515,14714
1510515,22707
1510515,21235
1257236,8786
1257236,18191
1257236,18193
1257236,18211
1474630,17216
268497,8749
268497,8759
268497,8770
268497,8808
268497,8825
268497,8843
268497,8852
268497,10356
268497,11890
1155650,18209
1155650,17667
1155650,16634
1155650,21231
1292856,21215
1292856,18196
1292856,14747
1308002,21166
1308002,17934
413348,8809
413348,10334
413348,10359
1292848,15045
1292848,15702
1459891,10363
309569,8810
309569,8831
935443,10338
935443,17334
935443,8839
1388065,20653
1388065,20669
1388065,20644
1388065,17073
1535276,17064
1535276,17308
1535276,11179
1535276,20693
1535276,21042
1535276,20798
1535276,14517
1535276,21048
1535276,21164
1535276,17385
1535276,19704
1535177,18761
1535177,20658
1535177,21624
1535177,22463
1535177,21698
1535177,20657
1535177,22476
1535177,22471
1535177,22479
1535177,22466
1535177,22477
1535177,22482
1535177,20368
1535177,20646
1535177,19451
1535177,18760
1535177,18765
1535177,20674
1524116,22470
1524116,22474
1524116,22478
1524116,20675
1524116,17923
1524116,20647
1524116,18764
1524116,20661
1524116,20642
1524116,22464
1524116,22481
1524116,19699
1500628,2854
1500628,2809
1500628,14538
1500628,2865
1500680,20670
1500680,20645
1500680,18763
1500680,18749
1521844,20650
1521844,17924
1521844,20666
1521844,20655
1521844,22473
1521844,20649
1026376,17088
88234,2781
88234,2830
88234,2837
88234,2842
88234,2844
88234,2850
88234,2851
88234,2868
88234,2869
88234,2826
88234,2815
88234,2786
88234,2788
88234,2790
88234,2792
88234,2794
88234,2796
88234,2798
88234,2814
88234,2873
1121298,2859
1027040,19138
1122021,11464
1431810,21605
1431810,20437
1431810,18508
1431810,20463
1431810,22144
1431810,22140
1431810,22268
1431810,20442
1431810,20446
1431810,20453
1431810,20455
1431810,18398
1431810,20451
1431810,6367
1431810,22499
1431810,20445
1431810,17034
1431810,18396
1431810,6295
914545,6329
969223,6436
866805,6340
866805,6353
866805,6288
866805,14837
866805,6401
1337204,13843
1337204,18340
1337204,13842
1251480,6325
1251480,6324
1251480,20444
1251480,14362
1251480,20466
1251480,20438
1251480,14365
1251480,20447
1251480,20457
1251480,20465
1251480,14366
1251480,18397
1251480,21324
1251480,10525
1251480,20439
1235247,6483
1235247,6484
1235247,18343
1235247,14368
1236809,6291
1236809,6307
1435799,22445
1435799,6461
1435799,22210
1354136,20462
1354136,6321
1482600,20621
1482600,22269
1332394,6315
1332394,18400
1332394,20441
1332394,20460
1332394,20461
1332394,16556
1332394,20454
1332394,18562
1332394,20440
872819,6301
872819,6296
990603,6444
994598,6302
144067,6434
144067,6435
144067,6438
144067,6478
1460107,20456
1460107,22139
1460107,14361
868964,6344
868964,14378
868964,14380
868964,6347
868964,6342
868964,17918
1233520,17870
1346643,6447
1467422,15369
1611566,10520
1611566,16550
1611566,16700
1611566,20898
1478132,6465
268317,6437
1463786,22444
1463786,22443
1611438,16705
1611438,20622
290198,6432
1224761,20458
142593,6462
142593,6473
142593,6482
142593,6489
865502,6423
865502,10866
865502,10869
865502,6403
1477506,22272
1491701,6306
864248,6415
864248,6379
994160,15434
994160,6300
143061,6440
991503,18399
991503,18401
745915,15068
745915,10522
988292,18507
988292,6384
988292,16545
1446520,18341
1446520,18346
1446520,22442
1446520,18344
1235620,18342
1235620,18351
1143482,6430
1357158,6408
1357158,15070
1597105,20448
1597105,6313
1343813,6320
1341970,14370
862741,6355
862741,6327
1208905,16551
1208905,6381
1208905,20459
1446303,22651
1446303,20452
142388,6443
142388,6448
1342027,20464
1606386,15436
632653,15073
698721,6374
698721,6318
1415807,22142
1415807,22267
1415807,22143
1425496,22209
1415555,18564
142130,6455
142130,6468
1607713,6463
1216714,18510
1425088,15371
1425088,16555
1586489,18349
1586489,15435
1586489,10533
1586489,10536
1102997,17035
1102997,6331
224376,10534
224376,10864
224376,10865
228541,10539
228541,6452
228541,6433
224389,10873
224389,10874
224389,6451
224389,6459
866117,16698
866117,14839
866117,15299
866117,16699
979672,6370
979672,6373
1222355,10515
1222355,6390
1363329,10870
1604435,11147
278097,6410
278097,6421
278097,6377
278097,6395
216910,6460
216910,6456
216910,10535
216910,6416
216910,6354
1338016,14367
961844,16548
1535741,18050
1034160,15761
1464855,22384
980133,17512
1340162,13662
923972,6629
1547492,17772
962332,6579
1367670,13796
413226,6547
413226,6612
413226,13808
1148818,17774
1333043,6509
1345192,13802
726345,6570
511175,6540
511175,6568
511175,6567
511175,13677
511175,13792
511175,6511
511175,6543
511175,6521
511175,6606
511175,13810
511175,6571
511175,6548
511175,6592
511175,13800
511175,13774
511175,13803
414789,6615
414789,6662
413894,6577
413894,6604
413894,6608
413894,6610
413894,6611
413894,6649
413894,12068
413894,6599
413894,6598
413894,6597
413894,6580
413894,6581
413894,6583
413894,6587
413894,6591
413894,6593
413894,6594
413894,6595
413894,13679
413894,13769
413894,13770
413894,13801
413894,13805
413894,13811
413894,13812
413894,13799
413894,13797
413894,13795
413894,13771
413894,13772
413894,13773
413894,13782
413894,13790
413894,13791
413894,13793
413894,13813
413894,6575
413894,6494
413894,6514
413894,6515
413894,6517
413894,6522
413894,6524
413894,6525
413894,6526
413894,6527
413894,6513
413894,6510
413894,6497
413894,6498
413894,6499
413894,6500
413894,6503
413894,6504
413894,6505
413894,6508
413894,6529
413894,6530
413894,6531
413894,6553
413894,6554
413894,6556
413894,6557
413894,6558
413894,6560
413894,6562
413894,6566
413894,6552
413894,6550
413894,6532
413894,6535
413894,6536
413894,6537
413894,6542
413894,6544
413894,6545
413894,6546
413894,6573
960680,6622
921487,6648
1194537,12225
1149308,16341
492113,7917
533184,14257
1208733,19910
263960,7952
1177457,7893
193839,2148
193839,2194
193757,2025
193757,2135
193757,2100
193757,2088
193757,2084
193757,2077
193757,2067
193757,2065
193757,2060
193757,2044
193757,2143
193755,2024
193755,2141
193755,2107
193755,2090
193755,2068
193755,2058
193755,2041
193752,2056
1492127,20217
1492127,20220
1492127,22421
1492127,21633
993437,18448
993437,2059
993437,17151
993437,19238
993437,12005
993437,14619
993437,18059
993437,2115
993437,18462
993437,14632
993437,14639
993437,17158
1247878,16253
1247878,20219
1247878,14616
1247878,20223
1247878,20218
1247878,17161
1252170,20515
1252170,17148
1252170,20507
1252170,14612
1252170,14622
1252170,20521
1252170,20522
1252170,20526
1252170,20525
1252199,20509
1252199,20517
1502592,18451
1502592,22605
1502592,21631
1502592,18449
1502592,21666
1502592,20510
1502592,22604
1502592,18459
1502592,16251
1502592,19360
1502592,20524
1502592,20528
193578,2064
193578,2131
1247624,18467
1247624,2197
1247624,17938
1247624,21153
1247624,11862
1248209,12031
1248209,12067
1248209,17437
1248209,18465
193753,2099
193753,2078
193753,2054
193753,2030
767894,17154
320551,2139
320551,11933
543438,2061
543438,2075
1248376,11854
1248376,20508
1248376,18495
1491812,20504
1491812,22423
1491812,20518
1491812,20224
1491812,22425
648981,11851
648981,14615
648981,16034
648981,14644
535872,14624
535872,14611
535872,14620
535872,14603
535872,12030
535872,14609
535872,11849
535872,14618
535872,11979
535872,2083
535872,2085
535872,2089
535872,14623
535872,2092
535872,11855
535872,2097
535872,14626
535872,14627
535872,11858
535872,12006
535872,11859
535872,14629
535872,14631
535872,14634
535872,2121
535872,11863
535872,14637
535872,14640
535872,14642
1490413,20222
1490413,11937
1490413,18497
1490413,22426
1490413,19669
305620,2159
305620,2162
305620,11934
768973,14628
768973,14604
768973,14633
768973,17678
1251441,16252
1491194,14601
1491194,14597
1491194,16249
649109,2160
321126,8733
321126,2146
321126,2117
321126,2114
321126,2049
1476073,14621
1476073,22616
1476073,21632
1476073,17150
1476073,20511
1476073,18456
1476073,20514
1476073,22611
300335,2155
300335,2175
300335,2189
300335,2198
307675,2149
307675,2190
307675,11938
307675,11940
1365867,20505
1365867,21359
1365867,20520
1365867,19702
913980,7707
913980,16602
913980,18473
913980,10894
913980,16372
913980,10891
913980,7781
599288,6949
1151568,16830
1408092,22137
1564649,22282
1145975,16612
819636,16742
912614,14756
688970,11282
461626,6943
671518,6920
671587,10906
467549,10909
1557621,18369
